station_name,region,cluster,status,avg_healthiness,avg_healthiness_pct,healthy_seconds,degraded_seconds,unhealthy_seconds,missing_seconds
ASGEUPOS-MLCN,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
ASGEUPOS-SWIB,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
CADV00USA,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
CPOS-STAD,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
CPOS-SULC,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
ERGNSS-LNGS0,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
EUREF-KURE00EST,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
EUREF-SUR400EST,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
EUREF-TOIL00EST,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
FIJM01FIN,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-08D1F9637C71,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-08D1F9A1728D,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-08D1F9A193B9,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-08D1F9A19D89,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-08D1F9A1A769,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-08D1F9A73DBD,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-08D1F9A75291,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-244CABCF637D,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-24DCC3E10AC9,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-24DCC3E11169,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-24DCC3E1139D,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-24DCC3E11405,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-24DCC3E11629,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-24DCC3E146A5,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-24DCC3E21879,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-24DCC3E2A2BD,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-24DCC3E2A69D,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-24DCC3E2B215,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-30C6F7BD1FA5,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-30C922A65C91,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-30C922A674C1,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-40D95A56A12A,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-40D95A56A4AE,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-40D95A56AAFA,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-40D95A56E7A0,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-8C4B1477A065,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-8C4B1477BADD,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-8C4B14797561,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-94E6868605DD,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-9CB8B453C9B6,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-9CB8B48C5D68,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-9CB8B48CADD8,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-9CB8B4F0A9F6,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-A0B7651DC601,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-A0B7651E22E9,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-A0B7651FCEF5,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-A842E3B1C2ED,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-A842E3B1C9F1,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-A842E3B1CB71,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-A842E3B1CB75,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-A842E3B1CF3D,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-A842E3B1DE71,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-AC1518EE3631,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-AC1518EE6205,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-AC1518EF5CC5,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-AC1518F00489,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-AC1518F00799,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C05D898CB19D,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-C05D898CEBD5,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-C05D898D15C5,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-C05D898D4929,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C05D898D716D,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C05D898D9DB1,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-C05D898DEA51,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C05D898E0665,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C05D898E2D6D,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C05D89A8B135,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C05D89A8C7E9,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-C05D89AA9D49,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C82E1891829D,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C82E18918CC5,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C82E189196F5,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-C82E18919905,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C82E1891A4D9,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C82E1891A4E1,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C82E1891B441,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C82E1891C349,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-C82E1891C3E9,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-CC7B5CA69A9D,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-D0EF767C0BC5,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-D48C49C12211,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-D48C49C14771,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-D48C49C8E1FD,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-E0E2E63670F1,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-E0E2E636733D,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-E465B867A809,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-E465B867C095,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-E465B869FFA9,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-E465B86A0555,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-E465B86A078D,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-E465B86A2371,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-E465B86B54C9,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-E465B89DB015,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-E465B89DB2C1,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-E465B8A00461,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-E465B8A008A9,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-E831CD2ABA79,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-E831CD30B469,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-E831CD30C771,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-E831CDB82219,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-E831CDFA6D21,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-E831CDFA7B39,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-F8B3B7415E75,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-F8B3B7420245,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
GEODNET-F8B3B7421139,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
GEODNET-G037,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
ITSL01ITA,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
JPMI01JPN,AP,ap,unhealthy,0.000000,0.0000,0,0,2678700,0
JPSU01JPN,AP,ap,unhealthy,0.000000,0.0000,0,0,2678700,0
JPTK01JPN,AP,ap,unhealthy,0.000000,0.0000,0,0,2678700,0
MSLL02USA,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
NCNB00USA,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
NVTN02USA,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
OHLG00USA,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
RONA01ROU,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
SAPOS-0396,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
SAPOS-0931,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
SVKE01SVK,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
SWEPOS-0SAV,EU,eu,unhealthy,0.000000,0.0000,0,0,1827300,0
TNBM00CAN,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
TONM00CAN,NA,na,unhealthy,0.000000,0.0000,0,0,1807800,0
JPTS01JPN,AP,ap,degraded,0.000112,0.0112,0,600,2678100,0
GEODNET-C05D898D91DD,EU,eu,degraded,0.000164,0.0164,300,0,1827000,0
JPNE01JPN,AP,ap,degraded,0.000364,0.0364,0,2100,2676600,0
GEODNET-C0F535B2E850,EU,eu,degraded,0.000575,0.0575,900,300,1826100,0
JPKT01JPN,AP,ap,degraded,0.000896,0.0896,0,4800,2673900,0
JPSR01JPN,AP,ap,degraded,0.001232,0.1232,3300,0,2675400,0
GEODNET-94B555A4F1BD,EU,eu,degraded,0.001642,0.1642,3000,0,1824300,0
GEODNET-A842E3B1CAFD,EU,eu,degraded,0.004433,0.4433,8100,0,1819200,0
GEODNET-94E686860629,EU,eu,degraded,0.007388,0.7388,13500,0,1813800,0
GEODNET-30C922A65CC1,NA,na,degraded,0.009791,0.9791,17400,600,1789800,0
GEODNET-C05D89AE8045,EU,eu,degraded,0.012313,1.2313,22500,0,1804800,0
ORPD00USA,NA,na,degraded,0.047461,4.7461,85800,0,1722000,0
GEODNET-9CB8B4F09A9C,NA,na,degraded,0.086293,8.6293,156000,0,1651800,0
GEODNET-5C013B51FDC9,EU,eu,degraded,0.093088,9.3088,170100,0,1657200,0
GEODNET-AC1518EE5D45,NA,na,degraded,0.099403,9.9403,179700,0,1628100,0
GEODNET-A0B7651E27D1,EU,eu,degraded,0.103267,10.3267,188700,0,1638600,0
GEODNET-30C922A64BD9,NA,na,degraded,0.140558,14.0558,252300,3600,1551900,0
ARDE01ARE,EU,eu,degraded,0.158102,15.8102,288900,0,1538400,0
GEODNET-30C922A659D9,NA,na,degraded,0.178560,17.8560,322800,0,1485000,0
JPRS01JPN,AP,ap,degraded,0.179247,17.9247,480000,300,2198400,0
GEODNET-30C922A65CA5,EU,eu,degraded,0.199228,19.9228,363900,300,1463100,0
GEODNET-A0B7651F69E9,EU,eu,degraded,0.199475,19.9475,364500,0,1462800,0
SATINFO-CLMT,EU,eu,degraded,0.199803,19.9803,365100,0,1462200,0
GEODNET-24DCC3E14DE1,NA,na,degraded,0.223531,22.3531,404100,0,1403700,0
ARFU01ARE,EU,eu,degraded,0.223609,22.3609,408600,0,1418700,0
GEODNET-94B555A51F69,EU,eu,degraded,0.237153,23.7153,433200,300,1393800,0
GEODNET-E465B869FF29,NA,na,degraded,0.246349,24.6349,445200,300,1362300,0
GEODNET-9CB8B453A79E,EU,eu,degraded,0.247414,24.7414,452100,0,1375200,0
GEODNET-C05D898CAC31,EU,eu,degraded,0.250534,25.0534,457800,0,1369500,0
ARRG01ARE,EU,eu,degraded,0.252011,25.2011,460500,0,1366800,0
GEODNET-244CABCE4F41,EU,eu,degraded,0.280414,28.0414,512400,0,1314900,0
GEODNET-24DCC3E21939,NA,na,degraded,0.295280,29.5280,172500,300,411900,0
GEODNET-E0E2E63670E9,NA,na,degraded,0.300365,30.0365,543000,0,1264800,0
GEODNET-C05D898CB26D,NA,na,degraded,0.304182,30.4182,549900,0,1257900,0
GEODNET-244CABCE5A75,EU,eu,degraded,0.312757,31.2757,571500,0,1255800,0
GEODNET-E831CD30C3A9,EU,eu,degraded,0.339189,33.9189,619200,1200,1206900,0
GEODNET-24DCC3E20489,EU,eu,degraded,0.347562,34.7562,634500,1200,1191600,0
GEODNET-C05D89ADD309,NA,na,degraded,0.348656,34.8656,630300,0,1177500,0
TONA00CAN,NA,na,degraded,0.361185,36.1185,652800,300,1154700,0
GEODNET-C05D898CEA2D,EU,eu,degraded,0.368002,36.8002,672300,300,1154700,0
GEODNET-E831CD30C33D,EU,eu,degraded,0.374651,37.4651,684600,0,1142700,0
GEODNET-24DCC3E2A6F5,NA,na,degraded,0.374793,37.4793,677400,300,1130100,0
GEODNET-AC1518EF5375,NA,na,degraded,0.381679,38.1679,688200,3600,1116000,0
GEODNET-AC1518EF6B39,EU,eu,degraded,0.384009,38.4009,701700,0,1125600,0
TONM01CAN,NA,na,degraded,0.386824,38.6824,699300,0,1108500,0
GEODNET-9CB8B45221D4,NA,na,degraded,0.387571,38.7571,700500,300,1107000,0
GEODNET-24DCC3E14569,NA,na,degraded,0.387654,38.7654,700800,0,1107000,0
GEODNET-2CBCBB2CA251,NA,na,degraded,0.388151,38.8151,701700,0,1106100,0
GEODNET-9CB8B4F12A88,NA,na,degraded,0.388151,38.8151,701700,0,1106100,0
GEODNET-08D1F9A5A5E9,NA,na,degraded,0.388317,38.8317,702000,0,1105800,0
GEODNET-E465B86A0785,NA,na,degraded,0.388317,38.8317,702000,0,1105800,0
GEODNET-C82E189182A9,EU,eu,degraded,0.390248,39.0248,713100,0,1114200,0
LTDI01LTU,EU,eu,degraded,0.395751,39.5751,240300,0,366900,0
GEODNET-24DCC3E209FD,EU,eu,degraded,0.395830,39.5830,723300,0,1104000,0
IRCO01IRL,EU,eu,degraded,0.403546,40.3546,737400,0,1089900,0
GEODNET-E465B8677419,EU,eu,degraded,0.415531,41.5531,759300,0,1068000,0
GEODNET-244CABCED05D,NA,na,degraded,0.446233,44.6233,806700,0,1001100,0
GEODNET-AC1518EFAE05,NA,na,degraded,0.448888,44.8888,811500,0,996300,0
GEODNET-F8B3B7417D1D,EU,eu,degraded,0.451978,45.1978,825900,0,1001400,0
GEODNET-08D1F96380BD,EU,eu,degraded,0.456822,45.6822,834600,300,992400,0
ARDU01ARE,EU,eu,degraded,0.463307,46.3307,846600,0,980700,0
GEODNET-C05D89ADB30D,EU,eu,degraded,0.496634,49.6634,906000,3000,918300,0
GEODNET-08D1F9DADEA5,EU,eu,degraded,0.498769,49.8769,911400,0,915900,0
ARAM01ARE,EU,eu,degraded,0.520276,52.0276,950700,0,876600,0
GEODNET-E465B89DB301,NA,na,degraded,0.523150,52.3150,943500,4500,859800,0
GEODNET-E465B86773E9,NA,na,degraded,0.533355,53.3355,963300,1800,842700,0
TABW00CAN,NA,na,degraded,0.543312,54.3312,981600,1200,825000,0
GEODNET-E831CDFA7C71,NA,na,degraded,0.557086,55.7086,1007100,0,800700,0
GEODNET-C82E18919959,EU,eu,degraded,0.564768,56.4768,1032000,0,795300,0
GEODNET-A0B7651ED245,EU,eu,degraded,0.569693,56.9693,1040700,600,786000,0
GEODNET-A842E3B1CCA5,EU,eu,degraded,0.574126,57.4126,1049100,0,778200,0
ARAA01ARE,EU,eu,degraded,0.574290,57.4290,1049400,0,777900,0
GEODNET-9CB8B4F0ECDC,EU,eu,degraded,0.574372,57.4372,1049400,300,777600,0
SWEPOS-0ANA,EU,eu,degraded,0.574618,57.4618,1050000,0,777300,0
GEODNET-AC1518EF9869,NA,na,degraded,0.575936,57.5936,336600,300,247800,0
GEODNET-048308A2D189,NA,na,degraded,0.577166,57.7166,1043100,600,764100,0
HRPL01HRV,EU,eu,degraded,0.594648,59.4648,1086600,0,740700,0
GEODNET-8C4B1477A5ED,EU,eu,degraded,0.599491,59.9491,1095300,300,731700,0
GEODNET-94E68680C611,EU,eu,degraded,0.605812,60.5812,1106400,1200,719700,0
GEODNET-78421C1BCE99,EU,eu,degraded,0.606551,60.6551,1108200,300,718800,0
GEODNET-E465B86B54CD,EU,eu,degraded,0.610573,61.0573,1115700,0,711600,0
IDBU02USA,NA,na,degraded,0.611351,61.1351,1105200,0,702600,0
GEODNET-C0F535B2B872,EU,eu,degraded,0.613364,61.3364,1120800,0,706500,0
GEODNET-34987A6EE529,NA,na,degraded,0.617823,61.7823,1116900,0,690900,0
AUSCORS-NICO00CYP,EU,eu,degraded,0.622394,62.2394,1137300,0,690000,0
GEODNET-30C922A64D61,EU,eu,degraded,0.624856,62.4856,1141800,0,685500,0
ROBC01ROU,EU,eu,degraded,0.625267,62.5267,1142400,300,684600,0
CZPA01CZE,EU,eu,degraded,0.625349,62.5349,1142700,0,684600,0
GEODNET-AC1518EE6031,EU,eu,degraded,0.625349,62.5349,1142700,0,684600,0
GEODNET-E465B86A1C5D,EU,eu,degraded,0.625349,62.5349,1142700,0,684600,0
GEODNET-E465B86A23C9,EU,eu,degraded,0.625841,62.5841,1143600,0,683700,0
GEODNET-78421C1BFA7D,NA,na,degraded,0.626219,62.6219,366000,300,218400,0
GEODNET-40D95A56AAE4,NA,na,degraded,0.627199,62.7199,1133700,300,673800,0
GEODNET-A0B7652730A1,EU,eu,degraded,0.631095,63.1095,1153200,0,674100,0
GEODNET-08D1F9A761D9,EU,eu,degraded,0.634379,63.4379,1159200,0,668100,0
GEODNET-34987A6EE629,NA,na,degraded,0.635330,63.5330,1148400,300,659100,0
GEODNET-E831CDFA6D71,NA,na,degraded,0.638151,63.8151,1151100,5100,651600,0
ERGNSS-BUIT0,EU,eu,degraded,0.639304,63.9304,1168200,0,659100,0
ITMS01ITA,EU,eu,degraded,0.652766,65.2766,1192800,0,634500,0
GEODNET-9CB8B4F0DC52,NA,na,degraded,0.660339,66.0339,386100,0,198600,0
GEODNET-C82E18919D3D,EU,eu,degraded,0.660483,66.0483,1206300,1200,619800,0
GEODNET-C82E1891A399,EU,eu,degraded,0.661139,66.1139,1208100,0,619200,0
GEODNET-E831CDB83E35,EU,eu,degraded,0.664915,66.4915,1215000,0,612300,0
IDCL00USA,NA,na,degraded,0.669930,66.9930,1211100,0,596700,0
AZST00USA,NA,na,degraded,0.670677,67.0677,1212300,300,595200,0
NMRR00USA,NA,na,degraded,0.670760,67.0760,1212600,0,595200,0
GEODNET-A842E3B1CBBD,NA,na,degraded,0.672171,67.2171,1215000,300,592500,0
TABF00CAN,NA,na,degraded,0.674245,67.4245,1218600,600,588600,0
WAYA00USA,NA,na,degraded,0.674743,67.4743,1219500,600,587700,0
GEODNET-78421C202941,EU,eu,degraded,0.677147,67.7147,1237200,300,589800,0
GEODNET-C05D898CEF69,EU,eu,degraded,0.678953,67.8953,1240500,300,586500,0
ITAL01ITA,EU,eu,degraded,0.681169,68.1169,1240200,9000,578100,0
GEODNET-24DCC3E10C1D,EU,eu,degraded,0.686669,68.6669,1254000,1500,571800,0
GEODNET-30C922A65A81,EU,eu,degraded,0.687900,68.7900,1256400,1200,569700,0
GEODNET-08D1F96380C1,EU,eu,degraded,0.688721,68.8721,1258500,0,568800,0
GEODNET-0CDC7EC94C6D,EU,eu,degraded,0.688721,68.8721,1258500,0,568800,0
SATINFO-LMDM,EU,eu,degraded,0.692825,69.2825,1266000,0,561300,0
GEODNET-E831CD2D6B39,EU,eu,degraded,0.693154,69.3154,1265400,2400,559500,0
GEODNET-30C922A65DB5,NA,na,degraded,0.697892,69.7892,1261500,300,546000,0
GEODNET-048308A3E91D,NA,na,degraded,0.700050,70.0050,1262400,6300,539100,0
GEODNET-E831CDFA6C55,EU,eu,degraded,0.705139,70.5139,1287600,1800,537900,0
GEODNET-AC1518EF44C5,NA,na,degraded,0.710090,71.0090,1281300,4800,521700,0
EUREF-BAUT00DEU,EU,eu,degraded,0.710146,71.0146,1297500,300,529500,0
GEODNET-C05D898D32BD,NA,na,degraded,0.714736,71.4736,1291500,1200,515100,0
GEODNET-C05D89AE4375,EU,eu,degraded,0.720161,72.0161,1315800,300,511200,0
GEODNET-E465B86A23FD,EU,eu,degraded,0.721638,72.1638,1318500,300,508500,0
GEODNET-08D1F9637D35,NA,na,degraded,0.723946,72.3946,1308600,300,498900,0
GEODNET-E465B89DB20D,NA,na,degraded,0.725689,72.5689,1311900,0,495900,0
GEODNET-E831CD2ABB71,EU,eu,degraded,0.725825,72.5825,1326300,0,501000,0
GEODNET-E465B89DB1A1,EU,eu,degraded,0.740108,74.0108,1352400,0,474900,0
GEODNET-24DCC3E110FD,EU,eu,degraded,0.747496,74.7496,1365900,0,461400,0
GEODNET-30C922A6510D,EU,eu,degraded,0.747743,74.7743,1366200,300,460800,0
GEODNET-C05D89AF54ED,EU,eu,degraded,0.754802,75.4802,1378800,900,447600,0
GEODNET-24DCC3E20985,EU,eu,degraded,0.756772,75.6772,1382700,300,444300,0
GEODNET-E465B8A007D1,NA,na,degraded,0.757385,75.7385,1368300,1800,437700,0
GEODNET-A842E3B1C2AD,NA,na,degraded,0.758297,75.8297,1369200,3300,435300,0
GEODNET-30C922A65B11,NA,na,degraded,0.760953,76.0953,1373100,5100,429600,0
GEODNET-30C922A65CC5,EU,eu,degraded,0.762272,76.2272,1392600,600,434100,0
GEODNET-E465B86A081D,NA,na,degraded,0.763525,76.3525,1380000,600,427200,0
MNWN00USA,NA,na,degraded,0.764935,76.4935,1381500,2700,423600,0
GEODNET-C05D898CEE41,NA,na,degraded,0.766927,76.6927,1386300,300,421200,0
GEODNET-A0B7651FD0C1,EU,eu,degraded,0.768265,76.8265,1403400,900,423000,0
GEODNET-78421C207511,EU,eu,degraded,0.769742,76.9742,1406100,900,420300,0
VAVN00USA,NA,na,degraded,0.775224,77.5224,1401300,300,406200,0
GEODNET-0CDC7EC94C0D,EU,eu,degraded,0.775242,77.5242,1416600,0,410700,0
GEODNET-E465B867A179,NA,na,degraded,0.775556,77.5556,1401900,300,405600,0
GEODNET-5C013B51ED31,EU,eu,degraded,0.775735,77.5735,1417500,0,409800,0
GEODNET-C82E1891CC09,NA,na,degraded,0.780534,78.0534,1410900,300,396600,0
GEODNET-D48C49594691,EU,eu,degraded,0.786242,78.6242,1436700,0,390600,0
ARAJ01ARE,EU,eu,degraded,0.786735,78.6735,1437600,0,389700,0
GEODNET-8C4B14779EF5,EU,eu,degraded,0.787063,78.7063,1437600,1200,388500,0
GEODNET-9CB8B4F22BE4,NA,na,degraded,0.787172,78.7172,1422900,300,384600,0
GEODNET-E465B89FFD75,NA,na,degraded,0.790740,79.0740,1429500,0,378300,0
GEODNET-AC1518EF2AAD,EU,eu,degraded,0.791331,79.1331,1445700,600,381000,0
GEODNET-08D1F9DADDE5,EU,eu,degraded,0.791414,79.1414,1446000,300,381000,0
GEODNET-C82E1891B2C9,EU,eu,degraded,0.792070,79.2070,1447200,300,379800,0
GEODNET-94B555A45849,EU,eu,degraded,0.792727,79.2727,1448400,300,378600,0
TONP00CAN,NA,na,degraded,0.792731,79.2731,1433100,0,374700,0
SATINFO-RYO2,EU,eu,degraded,0.797816,79.7816,1457700,300,369300,0
GEODNET-C82E18918F39,EU,eu,degraded,0.798719,79.8719,1459500,0,367800,0
GEODNET-A842E3B1CB39,EU,eu,degraded,0.799048,79.9048,1460100,0,367200,0
GEODNET-C82E1891BA61,EU,eu,degraded,0.799540,79.9540,1461000,0,366300,0
FRMG01FRA,EU,eu,degraded,0.799704,79.9704,1461300,0,366000,0
GEODNET-E831CDB913E1,EU,eu,degraded,0.799704,79.9704,1461300,0,366000,0
ESAM01ESP,EU,eu,degraded,0.799869,79.9869,1461600,0,365700,0
NYSJ00USA,NA,na,healthy,0.804514,80.4514,1454400,0,353400,0
GEODNET-C82E18918DE5,EU,eu,healthy,0.811033,81.1033,1482000,0,345300,0
GEODNET-24DCC3E1137D,NA,na,healthy,0.811981,81.1981,1467300,1200,339300,0
SAPOS-0660,EU,eu,healthy,0.814645,81.4645,1488600,0,338700,0
EUREF-UBEN00ITA0,EU,eu,healthy,0.818831,81.8831,1495500,1500,330300,0
KSKA00USA,NA,na,healthy,0.819034,81.9034,1475100,11100,321600,0
FRLA01FRA,EU,eu,healthy,0.819898,81.9898,1498200,0,329100,0
GEODNET-24DCC3E20169,NA,na,healthy,0.820279,82.0279,1482900,0,324900,0
EUREF-USAL00ITA,EU,eu,healthy,0.820719,82.0719,1499700,0,327600,0
FLPJ00USA,NA,na,healthy,0.821772,82.1772,1482300,6600,318900,0
GEODNET-A0A3B380AC6D,NA,na,healthy,0.823930,82.3930,1488300,2400,317100,0
GEODNET-A0A3B380B575,NA,na,healthy,0.827347,82.7347,483300,900,100500,0
GEODNET-C82E1891C361,NA,na,healthy,0.829074,82.9074,1498800,0,309000,0
CPOS-MERA,EU,eu,healthy,0.829420,82.9420,1515600,0,311700,0
GEODNET-8C4B1477A981,EU,eu,healthy,0.829667,82.9667,1514400,3300,309600,0
SATINFO-DBMH,EU,eu,healthy,0.830734,83.0734,1518000,0,309300,0
SATINFO-C2CN,EU,eu,healthy,0.831391,83.1391,1519200,0,308100,0
SAPOS-0679,EU,eu,healthy,0.833525,83.3525,1523100,0,304200,0
GEODNET-C82E1891A4CD,NA,na,healthy,0.833721,83.3721,1507200,0,300600,0
GEODNET-24DCC3E14BD5,NA,na,healthy,0.834384,83.4384,1508400,0,299400,0
ASGEUPOS-GLDP,EU,eu,healthy,0.834838,83.4838,1525500,0,301800,0
GEODNET-8C4B1477AAE1,NA,na,healthy,0.839031,83.9031,1516800,0,291000,0
GEODNET-C05D89AEAC9D,EU,eu,healthy,0.839435,83.9435,1533900,0,293400,0
